Replicate Name,File Name,Sample Type,Isotope Label Type,Fragment Ion Type,Transition Note,Analyte Concentration,Molecule List Name,Molecule Name,Precursor Mz,Product Mz,Points Across Peak,Background,Area,Fwhm
20_t0_ctrl_4,mtab_Zoop2_BC_lumos_071423_032.raw,Unknown,light,custom,,,molecules,glycine,178.051,134.0607,18,0,861125,0.05
21_t6_ctrl_53,mtab_Zoop2_BC_lumos_071423_049.raw,Unknown,light,custom,,,molecules,glycine,178.051,134.0607,39,0,1165077,0.05
22_t6_ctrl_26,mtab_Zoop2_BC_lumos_071423_030.raw,Unknown,light,custom,,,molecules,glycine,178.051,134.0607,20,0,1154514,0.05
23_t6_ctrl_22,mtab_Zoop2_BC_lumos_071423_042.raw,Unknown,light,custom,,,molecules,glycine,178.051,134.0607,39,0,1045809,0.05
24_t6_Px_52,mtab_Zoop2_BC_lumos_071423_046.raw,Unknown,light,custom,,,molecules,glycine,178.051,134.0607,40,0,7713567,0.05
25_t6_Px_12,mtab_Zoop2_BC_lumos_071423_031.raw,Unknown,light,custom,,,molecules,glycine,178.051,134.0607,25,0,12414985,0.05
26_t6_Px_11,mtab_Zoop2_BC_lumos_071423_044.raw,Unknown,light,custom,,,molecules,glycine,178.051,134.0607,39,0,5466017,0.05
27_t12_ctrl_2,mtab_Zoop2_BC_lumos_071423_040.raw,Unknown,light,custom,,,molecules,glycine,178.051,134.0607,39,0,866859,0.05
28_t12_ctrl_5,mtab_Zoop2_BC_lumos_071423_038.raw,Unknown,light,custom,,,molecules,glycine,178.051,134.0607,38,0,1413776,0.05
29_t12_ctrl_25,mtab_Zoop2_BC_lumos_071423_029.raw,Unknown,light,custom,,,molecules,glycine,178.051,134.0607,21,0,931242,0.05
30_t12_Px_57,mtab_Zoop2_BC_lumos_071423_036.raw,Unknown,light,custom,,,molecules,glycine,178.051,134.0607,40,0,8044068,0.05
31_t12_Px_10,mtab_Zoop2_BC_lumos_071423_045.raw,Unknown,light,custom,,,molecules,glycine,178.051,134.0607,39,0,1364610,0.05
32_t12_Px_18,mtab_Zoop2_BC_lumos_071423_043.raw,Unknown,light,custom,,,molecules,glycine,178.051,134.0607,39,0,4412867,0.05
33_t12_Euph_24,mtab_Zoop2_BC_lumos_071423_041.raw,Unknown,light,custom,,,molecules,glycine,178.051,134.0607,40,0,11318268,0.05
34_t12_Euph_68,mtab_Zoop2_BC_lumos_071423_034.raw,Unknown,light,custom,,,molecules,glycine,178.051,134.0607,26,0,84944856,0.05
35_t12_Euph_15,mtab_Zoop2_BC_lumos_071423_035.raw,Unknown,light,custom,,,molecules,glycine,178.051,134.0607,31,0,923366080,0.06
36_t12_Cpy_3,mtab_Zoop2_BC_lumos_071423_047.raw,Unknown,light,custom,,,molecules,glycine,178.051,134.0607,39,0,9510775,0.05
37_t12_Cpy_9,mtab_Zoop2_BC_lumos_071423_028.raw,Unknown,light,custom,,,molecules,glycine,178.051,134.0607,24,0,15175658,0.05
38_t12_Amph_17,mtab_Zoop2_BC_lumos_071423_048.raw,Unknown,light,custom,,,molecules,glycine,178.051,134.0607,39,0,12084607,0.05
39_t12_Amph_21,mtab_Zoop2_BC_lumos_071423_037.raw,Unknown,light,custom,,,molecules,glycine,178.051,134.0607,38,0,3823790,0.05
MQ2,mtab_Zoop2_BC_lumos_071423_096.raw,Double Blank,light,custom,,,molecules,glycine,178.051,132.0438,38,0,0,0.22
1_std0,mtab_Zoop2_BC_lumos_071423_009.raw,Standard,light,custom,,0,molecules,glycine,178.051,132.0438,19,0,152718,0.05
2_std0,mtab_Zoop2_BC_lumos_071423_010.raw,Standard,light,custom,,0,molecules,glycine,178.051,132.0438,18,0,264618,0.04
3_std0,mtab_Zoop2_BC_lumos_071423_011.raw,Standard,light,custom,,0,molecules,glycine,178.051,132.0438,20,0,264568,0.05
4_std5,mtab_Zoop2_BC_lumos_071423_012.raw,Standard,light,custom,,5,molecules,glycine,178.051,132.0438,17,0,152569,0.05
5_std10,mtab_Zoop2_BC_lumos_071423_013.raw,Standard,light,custom,,10,molecules,glycine,178.051,132.0438,20,0,179811,0.05
6_std20,mtab_Zoop2_BC_lumos_071423_014.raw,Standard,light,custom,,20,molecules,glycine,178.051,132.0438,19,0,216733,0.05
7_std30,mtab_Zoop2_BC_lumos_071423_015.raw,Standard,light,custom,,30,molecules,glycine,178.051,132.0438,19,0,120566,0.05
8_std50,mtab_Zoop2_BC_lumos_071423_016.raw,Standard,light,custom,,50,molecules,glycine,178.051,132.0438,18,0,263540,0.05
9_std70,mtab_Zoop2_BC_lumos_071423_017.raw,Standard,light,custom,,70,molecules,glycine,178.051,132.0438,19,0,187202,0.05
10_std85,mtab_Zoop2_BC_lumos_071423_018.raw,Standard,light,custom,,85,molecules,glycine,178.051,132.0438,19,0,277205,0.05
11_std100,mtab_Zoop2_BC_lumos_071423_019.raw,Standard,light,custom,,100,molecules,glycine,178.051,132.0438,19,0,153609,0.04
12_std300,mtab_Zoop2_BC_lumos_071423_020.raw,Standard,light,custom,,300,molecules,glycine,178.051,132.0438,19,0,315351,0.05
13_std500,mtab_Zoop2_BC_lumos_071423_021.raw,Standard,light,custom,,500,molecules,glycine,178.051,132.0438,21,0,703194,0.05
14_std700,mtab_Zoop2_BC_lumos_071423_022.raw,Standard,light,custom,,700,molecules,glycine,178.051,132.0438,20,0,690335,0.05
15_std1000,mtab_Zoop2_BC_lumos_071423_023.raw,Standard,light,custom,,1000,molecules,glycine,178.051,132.0438,22,0,1005744,0.05
16_std3000,mtab_Zoop2_BC_lumos_071423_024.raw,Standard,light,custom,,3000,molecules,glycine,178.051,132.0438,21,0,2126261,0.05
17_std7000,mtab_Zoop2_BC_lumos_071423_025.raw,Standard,light,custom,,7000,molecules,glycine,178.051,132.0438,19,0,4931226,0.05
pool1,mtab_Zoop2_BC_lumos_071423_027.raw,Quality Control,light,custom,,,molecules,glycine,178.051,132.0438,31,0,48937060,0.05
pool2,mtab_Zoop2_BC_lumos_071423_039.raw,Quality Control,light,custom,,,molecules,glycine,178.051,132.0438,42,0,59420740,0.05
pool3,mtab_Zoop2_BC_lumos_071423_051.raw,Quality Control,light,custom,,,molecules,glycine,178.051,132.0438,42,0,56177152,0.05
18_t0_ctrl_6,mtab_Zoop2_BC_lumos_071423_033.raw,Unknown,light,custom,,,molecules,glycine,178.051,132.0438,20,0,341023,0.05
19_t0_ctrl_16,mtab_Zoop2_BC_lumos_071423_050.raw,Unknown,light,custom,,,molecules,glycine,178.051,132.0438,39,0,447308,0.05
20_t0_ctrl_4,mtab_Zoop2_BC_lumos_071423_032.raw,Unknown,light,custom,,,molecules,glycine,178.051,132.0438,18,0,316612,0.05
21_t6_ctrl_53,mtab_Zoop2_BC_lumos_071423_049.raw,Unknown,light,custom,,,molecules,glycine,178.051,132.0438,39,0,383532,0.05
22_t6_ctrl_26,mtab_Zoop2_BC_lumos_071423_030.raw,Unknown,light,custom,,,molecules,glycine,178.051,132.0438,20,0,363703,0.05
23_t6_ctrl_22,mtab_Zoop2_BC_lumos_071423_042.raw,Unknown,light,custom,,,molecules,glycine,178.051,132.0438,39,0,347316,0.05
24_t6_Px_52,mtab_Zoop2_BC_lumos_071423_046.raw,Unknown,light,custom,,,molecules,glycine,178.051,132.0438,40,0,2863330,0.05
25_t6_Px_12,mtab_Zoop2_BC_lumos_071423_031.raw,Unknown,light,custom,,,molecules,glycine,178.051,132.0438,25,0,4520744,0.05
26_t6_Px_11,mtab_Zoop2_BC_lumos_071423_044.raw,Unknown,light,custom,,,molecules,glycine,178.051,132.0438,39,0,2000686,0.06
27_t12_ctrl_2,mtab_Zoop2_BC_lumos_071423_040.raw,Unknown,light,custom,,,molecules,glycine,178.051,132.0438,39,0,286595,0.05
28_t12_ctrl_5,mtab_Zoop2_BC_lumos_071423_038.raw,Unknown,light,custom,,,molecules,glycine,178.051,132.0438,38,0,476162,0.05
29_t12_ctrl_25,mtab_Zoop2_BC_lumos_071423_029.raw,Unknown,light,custom,,,molecules,glycine,178.051,132.0438,21,0,302871,0.05
30_t12_Px_57,mtab_Zoop2_BC_lumos_071423_036.raw,Unknown,light,custom,,,molecules,glycine,178.051,132.0438,40,0,2750299,0.05
31_t12_Px_10,mtab_Zoop2_BC_lumos_071423_045.raw,Unknown,light,custom,,,molecules,glycine,178.051,132.0438,39,0,471981,0.05
32_t12_Px_18,mtab_Zoop2_BC_lumos_071423_043.raw,Unknown,light,custom,,,molecules,glycine,178.051,132.0438,39,0,1484101,0.05
33_t12_Euph_24,mtab_Zoop2_BC_lumos_071423_041.raw,Unknown,light,custom,,,molecules,glycine,178.051,132.0438,40,0,3933699,0.05
34_t12_Euph_68,mtab_Zoop2_BC_lumos_071423_034.raw,Unknown,light,custom,,,molecules,glycine,178.051,132.0438,26,0,28948380,0.05
35_t12_Euph_15,mtab_Zoop2_BC_lumos_071423_035.raw,Unknown,light,custom,,,molecules,glycine,178.051,132.0438,31,0,332062368,0.06
36_t12_Cpy_3,mtab_Zoop2_BC_lumos_071423_047.raw,Unknown,light,custom,,,molecules,glycine,178.051,132.0438,39,0,3433199,0.05
37_t12_Cpy_9,mtab_Zoop2_BC_lumos_071423_028.raw,Unknown,light,custom,,,molecules,glycine,178.051,132.0438,24,0,5225573,0.05
38_t12_Amph_17,mtab_Zoop2_BC_lumos_071423_048.raw,Unknown,light,custom,,,molecules,glycine,178.051,132.0438,39,0,4183401,0.05
39_t12_Amph_21,mtab_Zoop2_BC_lumos_071423_037.raw,Unknown,light,custom,,,molecules,glycine,178.051,132.0438,38,0,1352165,0.05
MQ1,mtab_Zoop2_BC_lumos_071423_003.raw,Double Blank,heavyD5,precursor,,,molecules,glycine,183.0824,183.0824,45,0,0,0.22
MQ2,mtab_Zoop2_BC_lumos_071423_096.raw,Double Blank,heavyD5,precursor,,,molecules,glycine,183.0824,183.0824,38,0,4380,0.11
1_std0,mtab_Zoop2_BC_lumos_071423_009.raw,Standard,heavyD5,precursor,,0,molecules,glycine,183.0824,183.0824,42,141941,30717164,0.05
2_std0,mtab_Zoop2_BC_lumos_071423_010.raw,Standard,heavyD5,precursor,,0,molecules,glycine,183.0824,183.0824,42,48385,30462268,0.05
3_std0,mtab_Zoop2_BC_lumos_071423_011.raw,Standard,heavyD5,precursor,,0,molecules,glycine,183.0824,183.0824,41,116971,31381224,0.05
4_std5,mtab_Zoop2_BC_lumos_071423_012.raw,Standard,heavyD5,precursor,,5,molecules,glycine,183.0824,183.0824,41,21576,31034654,0.05
5_std10,mtab_Zoop2_BC_lumos_071423_013.raw,Standard,heavyD5,precursor,,10,molecules,glycine,183.0824,183.0824,41,298880,35282836,0.05
6_std20,mtab_Zoop2_BC_lumos_071423_014.raw,Standard,heavyD5,precursor,,20,molecules,glycine,183.0824,183.0824,41,109210,29140636,0.05
7_std30,mtab_Zoop2_BC_lumos_071423_015.raw,Standard,heavyD5,precursor,,30,molecules,glycine,183.0824,183.0824,40,180131,24744836,0.05
8_std50,mtab_Zoop2_BC_lumos_071423_016.raw,Standard,heavyD5,precursor,,50,molecules,glycine,183.0824,183.0824,40,62437,26687320,0.05
9_std70,mtab_Zoop2_BC_lumos_071423_017.raw,Standard,heavyD5,precursor,,70,molecules,glycine,183.0824,183.0824,41,208100,26046452,0.05
10_std85,mtab_Zoop2_BC_lumos_071423_018.raw,Standard,heavyD5,precursor,,85,molecules,glycine,183.0824,183.0824,40,0,25234660,0.05
11_std100,mtab_Zoop2_BC_lumos_071423_019.raw,Standard,heavyD5,precursor,,100,molecules,glycine,183.0824,183.0824,40,87904,21856502,0.05
12_std300,mtab_Zoop2_BC_lumos_071423_020.raw,Standard,heavyD5,precursor,,300,molecules,glycine,183.0824,183.0824,39,33896,25053124,0.05
13_std500,mtab_Zoop2_BC_lumos_071423_021.raw,Standard,heavyD5,precursor,,500,molecules,glycine,183.0824,183.0824,39,303302,34241176,0.05
14_std700,mtab_Zoop2_BC_lumos_071423_022.raw,Standard,heavyD5,precursor,,700,molecules,glycine,183.0824,183.0824,38,133046,30543548,0.05
15_std1000,mtab_Zoop2_BC_lumos_071423_023.raw,Standard,heavyD5,precursor,,1000,molecules,glycine,183.0824,183.0824,38,419912,32040460,0.05
16_std3000,mtab_Zoop2_BC_lumos_071423_024.raw,Standard,heavyD5,precursor,,3000,molecules,glycine,183.0824,183.0824,37,2044,30194356,0.05
17_std7000,mtab_Zoop2_BC_lumos_071423_025.raw,Standard,heavyD5,precursor,,7000,molecules,glycine,183.0824,183.0824,32,115795,27547028,0.05
pool1,mtab_Zoop2_BC_lumos_071423_027.raw,Quality Control,heavyD5,precursor,,,molecules,glycine,183.0824,183.0824,44,248251,30214658,0.05
pool2,mtab_Zoop2_BC_lumos_071423_039.raw,Quality Control,heavyD5,precursor,,,molecules,glycine,183.0824,183.0824,43,218342,31266126,0.05
pool3,mtab_Zoop2_BC_lumos_071423_051.raw,Quality Control,heavyD5,precursor,,,molecules,glycine,183.0824,183.0824,43,159670,28614566,0.05
18_t0_ctrl_6,mtab_Zoop2_BC_lumos_071423_033.raw,Unknown,heavyD5,precursor,,,molecules,glycine,183.0824,183.0824,41,132791,25248864,0.05
19_t0_ctrl_16,mtab_Zoop2_BC_lumos_071423_050.raw,Unknown,heavyD5,precursor,,,molecules,glycine,183.0824,183.0824,38,0,28457662,0.05
20_t0_ctrl_4,mtab_Zoop2_BC_lumos_071423_032.raw,Unknown,heavyD5,precursor,,,molecules,glycine,183.0824,183.0824,42,0,29902230,0.05
21_t6_ctrl_53,mtab_Zoop2_BC_lumos_071423_049.raw,Unknown,heavyD5,precursor,,,molecules,glycine,183.0824,183.0824,38,225839,27878164,0.05
22_t6_ctrl_26,mtab_Zoop2_BC_lumos_071423_030.raw,Unknown,heavyD5,precursor,,,molecules,glycine,183.0824,183.0824,42,61644,29794892,0.05
23_t6_ctrl_22,mtab_Zoop2_BC_lumos_071423_042.raw,Unknown,heavyD5,precursor,,,molecules,glycine,183.0824,183.0824,39,3441,32002482,0.05
24_t6_Px_52,mtab_Zoop2_BC_lumos_071423_046.raw,Unknown,heavyD5,precursor,,,molecules,glycine,183.0824,183.0824,39,109227,28507780,0.05
25_t6_Px_12,mtab_Zoop2_BC_lumos_071423_031.raw,Unknown,heavyD5,precursor,,,molecules,glycine,183.0824,183.0824,42,276646,29702230,0.05
26_t6_Px_11,mtab_Zoop2_BC_lumos_071423_044.raw,Unknown,heavyD5,precursor,,,molecules,glycine,183.0824,183.0824,38,85765,31537398,0.05
27_t12_ctrl_2,mtab_Zoop2_BC_lumos_071423_040.raw,Unknown,heavyD5,precursor,,,molecules,glycine,183.0824,183.0824,39,79987,31399594,0.05
28_t12_ctrl_5,mtab_Zoop2_BC_lumos_071423_038.raw,Unknown,heavyD5,precursor,,,molecules,glycine,183.0824,183.0824,39,135885,32163872,0.05
29_t12_ctrl_25,mtab_Zoop2_BC_lumos_071423_029.raw,Unknown,heavyD5,precursor,,,molecules,glycine,183.0824,183.0824,41,184082,33778788,0.06
30_t12_Px_57,mtab_Zoop2_BC_lumos_071423_036.raw,Unknown,heavyD5,precursor,,,molecules,glycine,183.0824,183.0824,39,13095,38951516,0.05
31_t12_Px_10,mtab_Zoop2_BC_lumos_071423_045.raw,Unknown,heavyD5,precursor,,,molecules,glycine,183.0824,183.0824,39,184006,26208742,0.05
32_t12_Px_18,mtab_Zoop2_BC_lumos_071423_043.raw,Unknown,heavyD5,precursor,,,molecules,glycine,183.0824,183.0824,38,212535,31159740,0.05
33_t12_Euph_24,mtab_Zoop2_BC_lumos_071423_041.raw,Unknown,heavyD5,precursor,,,molecules,glycine,183.0824,183.0824,39,252449,30306074,0.05
34_t12_Euph_68,mtab_Zoop2_BC_lumos_071423_034.raw,Unknown,heavyD5,precursor,,,molecules,glycine,183.0824,183.0824,41,123388,27718108,0.05
35_t12_Euph_15,mtab_Zoop2_BC_lumos_071423_035.raw,Unknown,heavyD5,precursor,,,molecules,glycine,183.0824,183.0824,38,0,23068034,0.04
36_t12_Cpy_3,mtab_Zoop2_BC_lumos_071423_047.raw,Unknown,heavyD5,precursor,,,molecules,glycine,183.0824,183.0824,39,192872,27850524,0.05
37_t12_Cpy_9,mtab_Zoop2_BC_lumos_071423_028.raw,Unknown,heavyD5,precursor,,,molecules,glycine,183.0824,183.0824,42,86334,25468906,0.05
38_t12_Amph_17,mtab_Zoop2_BC_lumos_071423_048.raw,Unknown,heavyD5,precursor,,,molecules,glycine,183.0824,183.0824,40,53933,35286072,0.05
39_t12_Amph_21,mtab_Zoop2_BC_lumos_071423_037.raw,Unknown,heavyD5,precursor,,,molecules,glycine,183.0824,183.0824,39,207548,32980878,0.05
MQ1,mtab_Zoop2_BC_lumos_071423_003.raw,Double Blank,heavyC13,precursor,,,molecules,glycine,184.07113,184.07113,45,0,21358,0.1
MQ2,mtab_Zoop2_BC_lumos_071423_096.raw,Double Blank,heavyC13,precursor,,,molecules,glycine,184.07113,184.07113,38,0,5667,0.18
1_std0,mtab_Zoop2_BC_lumos_071423_009.raw,Standard,heavyC13,precursor,,0,molecules,glycine,184.07113,184.07113,42,3087,6322479,0.05
2_std0,mtab_Zoop2_BC_lumos_071423_010.raw,Standard,heavyC13,precursor,,0,molecules,glycine,184.07113,184.07113,42,12604,6927594,0.05
3_std0,mtab_Zoop2_BC_lumos_071423_011.raw,Standard,heavyC13,precursor,,0,molecules,glycine,184.07113,184.07113,41,0,7301248,0.05
4_std5,mtab_Zoop2_BC_lumos_071423_012.raw,Standard,heavyC13,precursor,,5,molecules,glycine,184.07113,184.07113,41,0,7067999,0.05
5_std10,mtab_Zoop2_BC_lumos_071423_013.raw,Standard,heavyC13,precursor,,10,molecules,glycine,184.07113,184.07113,41,78,8245121,0.05
6_std20,mtab_Zoop2_BC_lumos_071423_014.raw,Standard,heavyC13,precursor,,20,molecules,glycine,184.07113,184.07113,41,2763,6580855,0.05
7_std30,mtab_Zoop2_BC_lumos_071423_015.raw,Standard,heavyC13,precursor,,30,molecules,glycine,184.07113,184.07113,40,0,5443931,0.05
8_std50,mtab_Zoop2_BC_lumos_071423_016.raw,Standard,heavyC13,precursor,,50,molecules,glycine,184.07113,184.07113,40,0,5618792,0.05
9_std70,mtab_Zoop2_BC_lumos_071423_017.raw,Standard,heavyC13,precursor,,70,molecules,glycine,184.07113,184.07113,41,0,5630830,0.05
10_std85,mtab_Zoop2_BC_lumos_071423_018.raw,Standard,heavyC13,precursor,,85,molecules,glycine,184.07113,184.07113,40,194,5451061,0.05
11_std100,mtab_Zoop2_BC_lumos_071423_019.raw,Standard,heavyC13,precursor,,100,molecules,glycine,184.07113,184.07113,40,0,4620106,0.05
12_std300,mtab_Zoop2_BC_lumos_071423_020.raw,Standard,heavyC13,precursor,,300,molecules,glycine,184.07113,184.07113,39,12860,5426584,0.05
13_std500,mtab_Zoop2_BC_lumos_071423_021.raw,Standard,heavyC13,precursor,,500,molecules,glycine,184.07113,184.07113,39,9999,7212190,0.05
14_std700,mtab_Zoop2_BC_lumos_071423_022.raw,Standard,heavyC13,precursor,,700,molecules,glycine,184.07113,184.07113,38,249,6307573,0.05
15_std1000,mtab_Zoop2_BC_lumos_071423_023.raw,Standard,heavyC13,precursor,,1000,molecules,glycine,184.07113,184.07113,38,0,5855511,0.05
16_std3000,mtab_Zoop2_BC_lumos_071423_024.raw,Standard,heavyC13,precursor,,3000,molecules,glycine,184.07113,184.07113,37,0,4958623,0.06
17_std7000,mtab_Zoop2_BC_lumos_071423_025.raw,Standard,heavyC13,precursor,,7000,molecules,glycine,184.07113,184.07113,32,0,3445815,0.05
pool1,mtab_Zoop2_BC_lumos_071423_027.raw,Quality Control,heavyC13,precursor,,,molecules,glycine,184.07113,184.07113,44,0,3201583,0.05
pool2,mtab_Zoop2_BC_lumos_071423_039.raw,Quality Control,heavyC13,precursor,,,molecules,glycine,184.07113,184.07113,43,0,2955559,0.04
pool3,mtab_Zoop2_BC_lumos_071423_051.raw,Quality Control,heavyC13,precursor,,,molecules,glycine,184.07113,184.07113,43,3652,2419368,0.05
18_t0_ctrl_6,mtab_Zoop2_BC_lumos_071423_033.raw,Unknown,heavyC13,precursor,,,molecules,glycine,184.07113,184.07113,41,0,5110910,0.05
19_t0_ctrl_16,mtab_Zoop2_BC_lumos_071423_050.raw,Unknown,heavyC13,precursor,,,molecules,glycine,184.07113,184.07113,38,0,4315573,0.05
20_t0_ctrl_4,mtab_Zoop2_BC_lumos_071423_032.raw,Unknown,heavyC13,precursor,,,molecules,glycine,184.07113,184.07113,42,0,5450931,0.05
21_t6_ctrl_53,mtab_Zoop2_BC_lumos_071423_049.raw,Unknown,heavyC13,precursor,,,molecules,glycine,184.07113,184.07113,38,0,5400969,0.04
22_t6_ctrl_26,mtab_Zoop2_BC_lumos_071423_030.raw,Unknown,heavyC13,precursor,,,molecules,glycine,184.07113,184.07113,42,0,5767275,0.05
23_t6_ctrl_22,mtab_Zoop2_BC_lumos_071423_042.raw,Unknown,heavyC13,precursor,,,molecules,glycine,184.07113,184.07113,39,0,5838551,0.05
24_t6_Px_52,mtab_Zoop2_BC_lumos_071423_046.raw,Unknown,heavyC13,precursor,,,molecules,glycine,184.07113,184.07113,39,4200,3857000,0.05
25_t6_Px_12,mtab_Zoop2_BC_lumos_071423_031.raw,Unknown,heavyC13,precursor,,,molecules,glycine,184.07113,184.07113,42,0,3806730,0.06
26_t6_Px_11,mtab_Zoop2_BC_lumos_071423_044.raw,Unknown,heavyC13,precursor,,,molecules,glycine,184.07113,184.07113,38,15198,4830210,0.05
27_t12_ctrl_2,mtab_Zoop2_BC_lumos_071423_040.raw,Unknown,heavyC13,precursor,,,molecules,glycine,184.07113,184.07113,39,0,6388555,0.05
28_t12_ctrl_5,mtab_Zoop2_BC_lumos_071423_038.raw,Unknown,heavyC13,precursor,,,molecules,glycine,184.07113,184.07113,39,0,6622317,0.04
29_t12_ctrl_25,mtab_Zoop2_BC_lumos_071423_029.raw,Unknown,heavyC13,precursor,,,molecules,glycine,184.07113,184.07113,41,0,7681329,0.05
30_t12_Px_57,mtab_Zoop2_BC_lumos_071423_036.raw,Unknown,heavyC13,precursor,,,molecules,glycine,184.07113,184.07113,39,0,5375194,0.06
31_t12_Px_10,mtab_Zoop2_BC_lumos_071423_045.raw,Unknown,heavyC13,precursor,,,molecules,glycine,184.07113,184.07113,39,6657,5703001,0.05
32_t12_Px_18,mtab_Zoop2_BC_lumos_071423_043.raw,Unknown,heavyC13,precursor,,,molecules,glycine,184.07113,184.07113,38,0,5115520,0.05
33_t12_Euph_24,mtab_Zoop2_BC_lumos_071423_041.raw,Unknown,heavyC13,precursor,,,molecules,glycine,184.07113,184.07113,39,4319,3800119,0.05
34_t12_Euph_68,mtab_Zoop2_BC_lumos_071423_034.raw,Unknown,heavyC13,precursor,,,molecules,glycine,184.07113,184.07113,41,0,2931268,0.05
35_t12_Euph_15,mtab_Zoop2_BC_lumos_071423_035.raw,Unknown,heavyC13,precursor,,,molecules,glycine,184.07113,184.07113,38,4139,1626255,0.06
36_t12_Cpy_3,mtab_Zoop2_BC_lumos_071423_047.raw,Unknown,heavyC13,precursor,,,molecules,glycine,184.07113,184.07113,39,0,3796858,0.04
37_t12_Cpy_9,mtab_Zoop2_BC_lumos_071423_028.raw,Unknown,heavyC13,precursor,,,molecules,glycine,184.07113,184.07113,42,0,2804180,0.06
38_t12_Amph_17,mtab_Zoop2_BC_lumos_071423_048.raw,Unknown,heavyC13,precursor,,,molecules,glycine,184.07113,184.07113,40,3220,4202310,0.05
39_t12_Amph_21,mtab_Zoop2_BC_lumos_071423_037.raw,Unknown,heavyC13,precursor,,,molecules,glycine,184.07113,184.07113,39,5580,5981943,0.05
MQ1,mtab_Zoop2_BC_lumos_071423_003.raw,Double Blank,light,precursor,,,molecules,glyphosate,272.0329,272.0329,36,0,0,0.17
MQ2,mtab_Zoop2_BC_lumos_071423_096.raw,Double Blank,light,precursor,,,molecules,glyphosate,272.0329,272.0329,35,0,0,0.17
1_std0,mtab_Zoop2_BC_lumos_071423_009.raw,Standard,light,precursor,,0,molecules,glyphosate,272.0329,272.0329,34,0,0,0.17
2_std0,mtab_Zoop2_BC_lumos_071423_010.raw,Standard,light,precursor,,0,molecules,glyphosate,272.0329,272.0329,35,0,0,0.17
3_std0,mtab_Zoop2_BC_lumos_071423_011.raw,Standard,light,precursor,,0,molecules,glyphosate,272.0329,272.0329,35,0,0,0.17
4_std5,mtab_Zoop2_BC_lumos_071423_012.raw,Standard,light,precursor,,5,molecules,glyphosate,272.0329,272.0329,35,0,0,0.17
5_std10,mtab_Zoop2_BC_lumos_071423_013.raw,Standard,light,precursor,,10,molecules,glyphosate,272.0329,272.0329,35,0,0,0.17
6_std20,mtab_Zoop2_BC_lumos_071423_014.raw,Standard,light,precursor,,20,molecules,glyphosate,272.0329,272.0329,35,0,3672,0.01
7_std30,mtab_Zoop2_BC_lumos_071423_015.raw,Standard,light,precursor,,30,molecules,glyphosate,272.0329,272.0329,34,0,0,0.17
8_std50,mtab_Zoop2_BC_lumos_071423_016.raw,Standard,light,precursor,,50,molecules,glyphosate,272.0329,272.0329,35,0,20250,0.02
9_std70,mtab_Zoop2_BC_lumos_071423_017.raw,Standard,light,precursor,,70,molecules,glyphosate,272.0329,272.0329,34,0,4841,0.02
10_std85,mtab_Zoop2_BC_lumos_071423_018.raw,Standard,light,precursor,,85,molecules,glyphosate,272.0329,272.0329,34,0,43655,0.04
11_std100,mtab_Zoop2_BC_lumos_071423_019.raw,Standard,light,precursor,,100,molecules,glyphosate,272.0329,272.0329,34,0,4501,0.02
12_std300,mtab_Zoop2_BC_lumos_071423_020.raw,Standard,light,precursor,,300,molecules,glyphosate,272.0329,272.0329,35,0,48152,0.03
13_std500,mtab_Zoop2_BC_lumos_071423_021.raw,Standard,light,precursor,,500,molecules,glyphosate,272.0329,272.0329,33,0,516351,0.04
14_std700,mtab_Zoop2_BC_lumos_071423_022.raw,Standard,light,precursor,,700,molecules,glyphosate,272.0329,272.0329,33,0,389781,0.04
15_std1000,mtab_Zoop2_BC_lumos_071423_023.raw,Standard,light,precursor,,1000,molecules,glyphosate,272.0329,272.0329,34,0,423375,0.04
16_std3000,mtab_Zoop2_BC_lumos_071423_024.raw,Standard,light,precursor,,3000,molecules,glyphosate,272.0329,272.0329,31,0,853624,0.04
17_std7000,mtab_Zoop2_BC_lumos_071423_025.raw,Standard,light,precursor,,7000,molecules,glyphosate,272.0329,272.0329,31,0,1821414,0.04
pool1,mtab_Zoop2_BC_lumos_071423_027.raw,Quality Control,light,precursor,,,molecules,glyphosate,272.0329,272.0329,34,0,0,0.17
pool2,mtab_Zoop2_BC_lumos_071423_039.raw,Quality Control,light,precursor,,,molecules,glyphosate,272.0329,272.0329,34,0,0,0.17
pool3,mtab_Zoop2_BC_lumos_071423_051.raw,Quality Control,light,precursor,,,molecules,glyphosate,272.0329,272.0329,34,0,0,0.17
18_t0_ctrl_6,mtab_Zoop2_BC_lumos_071423_033.raw,Unknown,light,precursor,,,molecules,glyphosate,272.0329,272.0329,34,0,0,0.17
19_t0_ctrl_16,mtab_Zoop2_BC_lumos_071423_050.raw,Unknown,light,precursor,,,molecules,glyphosate,272.0329,272.0329,35,0,0,0.17
20_t0_ctrl_4,mtab_Zoop2_BC_lumos_071423_032.raw,Unknown,light,precursor,,,molecules,glyphosate,272.0329,272.0329,34,0,0,0.17
21_t6_ctrl_53,mtab_Zoop2_BC_lumos_071423_049.raw,Unknown,light,precursor,,,molecules,glyphosate,272.0329,272.0329,34,0,0,0.17
22_t6_ctrl_26,mtab_Zoop2_BC_lumos_071423_030.raw,Unknown,light,precursor,,,molecules,glyphosate,272.0329,272.0329,34,0,0,0.17
