Replicate Name,File Name,Sample Type,Isotope Label Type,Fragment Ion Type,Transition Note,Analyte Concentration,Molecule List Name,Molecule Name,Precursor Mz,Product Mz,Points Across Peak,Background,Area,Fwhm
10_std85,mtab_Zoop2_BC_lumos_071423_018.raw,Standard,light,precursor,,85,molecules,5′AMP,450.083097,450.083097,24,0,4668,0.01
11_std100,mtab_Zoop2_BC_lumos_071423_019.raw,Standard,light,precursor,,100,molecules,5′AMP,450.083097,450.083097,24,0,14456,0.02
12_std300,mtab_Zoop2_BC_lumos_071423_020.raw,Standard,light,precursor,,300,molecules,5′AMP,450.083097,450.083097,24,0,78965,0.03
13_std500,mtab_Zoop2_BC_lumos_071423_021.raw,Standard,light,precursor,,500,molecules,5′AMP,450.083097,450.083097,23,0,136926,0.03
14_std700,mtab_Zoop2_BC_lumos_071423_022.raw,Standard,light,precursor,,700,molecules,5′AMP,450.083097,450.083097,21,0,200556,0.03
15_std1000,mtab_Zoop2_BC_lumos_071423_023.raw,Standard,light,precursor,,1000,molecules,5′AMP,450.083097,450.083097,20,0,522333,0.03
16_std3000,mtab_Zoop2_BC_lumos_071423_024.raw,Standard,light,precursor,,3000,molecules,5′AMP,450.083097,450.083097,19,0,939758,0.03
17_std7000,mtab_Zoop2_BC_lumos_071423_025.raw,Standard,light,precursor,,7000,molecules,5′AMP,450.083097,450.083097,18,0,1666363,0.03
pool1,mtab_Zoop2_BC_lumos_071423_027.raw,Quality Control,light,precursor,,,molecules,5′AMP,450.083097,450.083097,21,0,120945,0.03
pool2,mtab_Zoop2_BC_lumos_071423_039.raw,Quality Control,light,precursor,,,molecules,5′AMP,450.083097,450.083097,22,0,103792,0.03
pool3,mtab_Zoop2_BC_lumos_071423_051.raw,Quality Control,light,precursor,,,molecules,5′AMP,450.083097,450.083097,23,0,113700,0.03
18_t0_ctrl_6,mtab_Zoop2_BC_lumos_071423_033.raw,Unknown,light,precursor,,,molecules,5′AMP,450.083097,450.083097,24,0,0,0.14
19_t0_ctrl_16,mtab_Zoop2_BC_lumos_071423_050.raw,Unknown,light,precursor,,,molecules,5′AMP,450.083097,450.083097,23,0,2680,0.01
20_t0_ctrl_4,mtab_Zoop2_BC_lumos_071423_032.raw,Unknown,light,precursor,,,molecules,5′AMP,450.083097,450.083097,24,0,0,0.13
21_t6_ctrl_53,mtab_Zoop2_BC_lumos_071423_049.raw,Unknown,light,precursor,,,molecules,5′AMP,450.083097,450.083097,24,0,0,0.14
22_t6_ctrl_26,mtab_Zoop2_BC_lumos_071423_030.raw,Unknown,light,precursor,,,molecules,5′AMP,450.083097,450.083097,24,0,0,0.14
23_t6_ctrl_22,mtab_Zoop2_BC_lumos_071423_042.raw,Unknown,light,precursor,,,molecules,5′AMP,450.083097,450.083097,23,0,0,0.14
24_t6_Px_52,mtab_Zoop2_BC_lumos_071423_046.raw,Unknown,light,precursor,,,molecules,5′AMP,450.083097,450.083097,24,0,11467,0.03
25_t6_Px_12,mtab_Zoop2_BC_lumos_071423_031.raw,Unknown,light,precursor,,,molecules,5′AMP,450.083097,450.083097,25,0,89293,0.03
26_t6_Px_11,mtab_Zoop2_BC_lumos_071423_044.raw,Unknown,light,precursor,,,molecules,5′AMP,450.083097,450.083097,24,0,13953,0.01
27_t12_ctrl_2,mtab_Zoop2_BC_lumos_071423_040.raw,Unknown,light,precursor,,,molecules,5′AMP,450.083097,450.083097,24,0,0,0.14
28_t12_ctrl_5,mtab_Zoop2_BC_lumos_071423_038.raw,Unknown,light,precursor,,,molecules,5′AMP,450.083097,450.083097,23,0,20355,0.03
29_t12_ctrl_25,mtab_Zoop2_BC_lumos_071423_029.raw,Unknown,light,precursor,,,molecules,5′AMP,450.083097,450.083097,24,0,0,0.13
30_t12_Px_57,mtab_Zoop2_BC_lumos_071423_036.raw,Unknown,light,precursor,,,molecules,5′AMP,450.083097,450.083097,24,0,5205,0.01
31_t12_Px_10,mtab_Zoop2_BC_lumos_071423_045.raw,Unknown,light,precursor,,,molecules,5′AMP,450.083097,450.083097,23,0,2461,0.01
32_t12_Px_18,mtab_Zoop2_BC_lumos_071423_043.raw,Unknown,light,precursor,,,molecules,5′AMP,450.083097,450.083097,24,0,6104,0.01
33_t12_Euph_24,mtab_Zoop2_BC_lumos_071423_041.raw,Unknown,light,precursor,,,molecules,5′AMP,450.083097,450.083097,21,0,325997,0.03
34_t12_Euph_68,mtab_Zoop2_BC_lumos_071423_034.raw,Unknown,light,precursor,,,molecules,5′AMP,450.083097,450.083097,20,0,131249,0.03
35_t12_Euph_15,mtab_Zoop2_BC_lumos_071423_035.raw,Unknown,light,precursor,,,molecules,5′AMP,450.083097,450.083097,20,0,669000,0.03
36_t12_Cpy_3,mtab_Zoop2_BC_lumos_071423_047.raw,Unknown,light,precursor,,,molecules,5′AMP,450.083097,450.083097,22,0,67676,0.03
37_t12_Cpy_9,mtab_Zoop2_BC_lumos_071423_028.raw,Unknown,light,precursor,,,molecules,5′AMP,450.083097,450.083097,21,0,49283,0.02
38_t12_Amph_17,mtab_Zoop2_BC_lumos_071423_048.raw,Unknown,light,precursor,,,molecules,5′AMP,450.083097,450.083097,24,0,42733,0.03
39_t12_Amph_21,mtab_Zoop2_BC_lumos_071423_037.raw,Unknown,light,precursor,,,molecules,5′AMP,450.083097,450.083097,24,0,120549,0.03
13_std500,mtab_Zoop2_BC_lumos_071423_021.raw,Standard,light,custom,,500,molecules,5′AMP,450.083097,134.0456,3,0,349975,0.1
14_std700,mtab_Zoop2_BC_lumos_071423_022.raw,Standard,light,custom,,700,molecules,5′AMP,450.083097,134.0456,5,0,584184,0.08
15_std1000,mtab_Zoop2_BC_lumos_071423_023.raw,Standard,light,custom,,1000,molecules,5′AMP,450.083097,134.0456,8,0,1056858,0.1
16_std3000,mtab_Zoop2_BC_lumos_071423_024.raw,Standard,light,custom,,3000,molecules,5′AMP,450.083097,134.0456,8,0,2120246,0.09
17_std7000,mtab_Zoop2_BC_lumos_071423_025.raw,Standard,light,custom,,7000,molecules,5′AMP,450.083097,134.0456,10,0,3593141,0.06
pool1,mtab_Zoop2_BC_lumos_071423_027.raw,Quality Control,light,custom,,,molecules,5′AMP,450.083097,134.0456,2,0,566921,0.14
33_t12_Euph_24,mtab_Zoop2_BC_lumos_071423_041.raw,Unknown,light,custom,,,molecules,5′AMP,450.083097,134.0456,6,0,763226,0.09
34_t12_Euph_68,mtab_Zoop2_BC_lumos_071423_034.raw,Unknown,light,custom,,,molecules,5′AMP,450.083097,134.0456,2,0,488443,0.14
35_t12_Euph_15,mtab_Zoop2_BC_lumos_071423_035.raw,Unknown,light,custom,,,molecules,5′AMP,450.083097,134.0456,7,0,2250481,0.09
13_std500,mtab_Zoop2_BC_lumos_071423_021.raw,Standard,light,custom,,500,molecules,5′AMP,450.083097,78.9579,3,0,304108,0.09
14_std700,mtab_Zoop2_BC_lumos_071423_022.raw,Standard,light,custom,,700,molecules,5′AMP,450.083097,78.9579,5,0,385482,0.09
15_std1000,mtab_Zoop2_BC_lumos_071423_023.raw,Standard,light,custom,,1000,molecules,5′AMP,450.083097,78.9579,8,0,845448,0.1
16_std3000,mtab_Zoop2_BC_lumos_071423_024.raw,Standard,light,custom,,3000,molecules,5′AMP,450.083097,78.9579,8,0,1602132,0.09
17_std7000,mtab_Zoop2_BC_lumos_071423_025.raw,Standard,light,custom,,7000,molecules,5′AMP,450.083097,78.9579,10,0,3160074,0.09
pool1,mtab_Zoop2_BC_lumos_071423_027.raw,Quality Control,light,custom,,,molecules,5′AMP,450.083097,78.9579,2,0,471872,0.14
33_t12_Euph_24,mtab_Zoop2_BC_lumos_071423_041.raw,Unknown,light,custom,,,molecules,5′AMP,450.083097,78.9579,6,0,642166,0.09
34_t12_Euph_68,mtab_Zoop2_BC_lumos_071423_034.raw,Unknown,light,custom,,,molecules,5′AMP,450.083097,78.9579,2,0,440219,0.14
35_t12_Euph_15,mtab_Zoop2_BC_lumos_071423_035.raw,Unknown,light,custom,,,molecules,5′AMP,450.083097,78.9579,7,0,1677000,0.09
MQ1,mtab_Zoop2_BC_lumos_071423_003.raw,Double Blank,heavyD5,precursor,,,molecules,5′AMP,455.113397,455.113397,28,0,0,0.13
MQ2,mtab_Zoop2_BC_lumos_071423_096.raw,Double Blank,heavyD5,precursor,,,molecules,5′AMP,455.113397,455.113397,24,0,0,0.14
1_std0,mtab_Zoop2_BC_lumos_071423_009.raw,Standard,heavyD5,precursor,,0,molecules,5′AMP,455.113397,455.113397,25,116448,229264,0.03
2_std0,mtab_Zoop2_BC_lumos_071423_010.raw,Standard,heavyD5,precursor,,0,molecules,5′AMP,455.113397,455.113397,24,114038,220853,0.04
3_std0,mtab_Zoop2_BC_lumos_071423_011.raw,Standard,heavyD5,precursor,,0,molecules,5′AMP,455.113397,455.113397,24,128957,267484,0.03
4_std5,mtab_Zoop2_BC_lumos_071423_012.raw,Standard,heavyD5,precursor,,5,molecules,5′AMP,455.113397,455.113397,24,102457,233996,0.03
5_std10,mtab_Zoop2_BC_lumos_071423_013.raw,Standard,heavyD5,precursor,,10,molecules,5′AMP,455.113397,455.113397,25,113979,287880,0.03
6_std20,mtab_Zoop2_BC_lumos_071423_014.raw,Standard,heavyD5,precursor,,20,molecules,5′AMP,455.113397,455.113397,24,82345,194533,0.03
7_std30,mtab_Zoop2_BC_lumos_071423_015.raw,Standard,heavyD5,precursor,,30,molecules,5′AMP,455.113397,455.113397,25,67738,186107,0.03
8_std50,mtab_Zoop2_BC_lumos_071423_016.raw,Standard,heavyD5,precursor,,50,molecules,5′AMP,455.113397,455.113397,25,80840,237335,0.03
9_std70,mtab_Zoop2_BC_lumos_071423_017.raw,Standard,heavyD5,precursor,,70,molecules,5′AMP,455.113397,455.113397,24,101211,258518,0.02
10_std85,mtab_Zoop2_BC_lumos_071423_018.raw,Standard,heavyD5,precursor,,85,molecules,5′AMP,455.113397,455.113397,24,63856,220546,0.03
11_std100,mtab_Zoop2_BC_lumos_071423_019.raw,Standard,heavyD5,precursor,,100,molecules,5′AMP,455.113397,455.113397,24,74067,141598,0.03
12_std300,mtab_Zoop2_BC_lumos_071423_020.raw,Standard,heavyD5,precursor,,300,molecules,5′AMP,455.113397,455.113397,24,78089,196140,0.03
13_std500,mtab_Zoop2_BC_lumos_071423_021.raw,Standard,heavyD5,precursor,,500,molecules,5′AMP,455.113397,455.113397,23,103959,281310,0.03
14_std700,mtab_Zoop2_BC_lumos_071423_022.raw,Standard,heavyD5,precursor,,700,molecules,5′AMP,455.113397,455.113397,21,88318,210735,0.03
15_std1000,mtab_Zoop2_BC_lumos_071423_023.raw,Standard,heavyD5,precursor,,1000,molecules,5′AMP,455.113397,455.113397,20,102014,350948,0.03
16_std3000,mtab_Zoop2_BC_lumos_071423_024.raw,Standard,heavyD5,precursor,,3000,molecules,5′AMP,455.113397,455.113397,19,90627,246521,0.03
17_std7000,mtab_Zoop2_BC_lumos_071423_025.raw,Standard,heavyD5,precursor,,7000,molecules,5′AMP,455.113397,455.113397,18,72082,182234,0.03
pool1,mtab_Zoop2_BC_lumos_071423_027.raw,Quality Control,heavyD5,precursor,,,molecules,5′AMP,455.113397,455.113397,21,86642,215051,0.03
pool2,mtab_Zoop2_BC_lumos_071423_039.raw,Quality Control,heavyD5,precursor,,,molecules,5′AMP,455.113397,455.113397,22,74219,192966,0.03
pool3,mtab_Zoop2_BC_lumos_071423_051.raw,Quality Control,heavyD5,precursor,,,molecules,5′AMP,455.113397,455.113397,23,66466,186418,0.03
18_t0_ctrl_6,mtab_Zoop2_BC_lumos_071423_033.raw,Unknown,heavyD5,precursor,,,molecules,5′AMP,455.113397,455.113397,24,71132,171109,0.03
19_t0_ctrl_16,mtab_Zoop2_BC_lumos_071423_050.raw,Unknown,heavyD5,precursor,,,molecules,5′AMP,455.113397,455.113397,23,89859,227134,0.03
20_t0_ctrl_4,mtab_Zoop2_BC_lumos_071423_032.raw,Unknown,heavyD5,precursor,,,molecules,5′AMP,455.113397,455.113397,24,130432,281044,0.03
21_t6_ctrl_53,mtab_Zoop2_BC_lumos_071423_049.raw,Unknown,heavyD5,precursor,,,molecules,5′AMP,455.113397,455.113397,24,46691,175799,0.03
22_t6_ctrl_26,mtab_Zoop2_BC_lumos_071423_030.raw,Unknown,heavyD5,precursor,,,molecules,5′AMP,455.113397,455.113397,24,104911,241736,0.03
23_t6_ctrl_22,mtab_Zoop2_BC_lumos_071423_042.raw,Unknown,heavyD5,precursor,,,molecules,5′AMP,455.113397,455.113397,23,92370,157628,0.03
24_t6_Px_52,mtab_Zoop2_BC_lumos_071423_046.raw,Unknown,heavyD5,precursor,,,molecules,5′AMP,455.113397,455.113397,24,72293,205630,0.03
25_t6_Px_12,mtab_Zoop2_BC_lumos_071423_031.raw,Unknown,heavyD5,precursor,,,molecules,5′AMP,455.113397,455.113397,25,98275,264121,0.03
26_t6_Px_11,mtab_Zoop2_BC_lumos_071423_044.raw,Unknown,heavyD5,precursor,,,molecules,5′AMP,455.113397,455.113397,24,88396,264418,0.03
27_t12_ctrl_2,mtab_Zoop2_BC_lumos_071423_040.raw,Unknown,heavyD5,precursor,,,molecules,5′AMP,455.113397,455.113397,24,87616,240716,0.03
28_t12_ctrl_5,mtab_Zoop2_BC_lumos_071423_038.raw,Unknown,heavyD5,precursor,,,molecules,5′AMP,455.113397,455.113397,23,91895,199843,0.03
29_t12_ctrl_25,mtab_Zoop2_BC_lumos_071423_029.raw,Unknown,heavyD5,precursor,,,molecules,5′AMP,455.113397,455.113397,24,84559,196226,0.03
30_t12_Px_57,mtab_Zoop2_BC_lumos_071423_036.raw,Unknown,heavyD5,precursor,,,molecules,5′AMP,455.113397,455.113397,24,108432,66869,0.03
31_t12_Px_10,mtab_Zoop2_BC_lumos_071423_045.raw,Unknown,heavyD5,precursor,,,molecules,5′AMP,455.113397,455.113397,23,86792,247904,0.03
32_t12_Px_18,mtab_Zoop2_BC_lumos_071423_043.raw,Unknown,heavyD5,precursor,,,molecules,5′AMP,455.113397,455.113397,24,80734,155064,0.03
33_t12_Euph_24,mtab_Zoop2_BC_lumos_071423_041.raw,Unknown,heavyD5,precursor,,,molecules,5′AMP,455.113397,455.113397,21,83810,325843,0.03
34_t12_Euph_68,mtab_Zoop2_BC_lumos_071423_034.raw,Unknown,heavyD5,precursor,,,molecules,5′AMP,455.113397,455.113397,20,76414,193862,0.03
35_t12_Euph_15,mtab_Zoop2_BC_lumos_071423_035.raw,Unknown,heavyD5,precursor,,,molecules,5′AMP,455.113397,455.113397,20,27423,193096,0.04
36_t12_Cpy_3,mtab_Zoop2_BC_lumos_071423_047.raw,Unknown,heavyD5,precursor,,,molecules,5′AMP,455.113397,455.113397,22,79116,148687,0.03
37_t12_Cpy_9,mtab_Zoop2_BC_lumos_071423_028.raw,Unknown,heavyD5,precursor,,,molecules,5′AMP,455.113397,455.113397,21,62860,180009,0.03
38_t12_Amph_17,mtab_Zoop2_BC_lumos_071423_048.raw,Unknown,heavyD5,precursor,,,molecules,5′AMP,455.113397,455.113397,24,86905,184252,0.04
39_t12_Amph_21,mtab_Zoop2_BC_lumos_071423_037.raw,Unknown,heavyD5,precursor,,,molecules,5′AMP,455.113397,455.113397,24,88587,173973,0.03
MQ1,mtab_Zoop2_BC_lumos_071423_003.raw,Double Blank,heavyC13,precursor,,,molecules,5′AMP,456.102097,456.102097,28,0,0,0.13
MQ2,mtab_Zoop2_BC_lumos_071423_096.raw,Double Blank,heavyC13,precursor,,,molecules,5′AMP,456.102097,456.102097,24,0,0,0.14
1_std0,mtab_Zoop2_BC_lumos_071423_009.raw,Standard,heavyC13,precursor,,0,molecules,5′AMP,456.102097,456.102097,25,0,61108,0.02
2_std0,mtab_Zoop2_BC_lumos_071423_010.raw,Standard,heavyC13,precursor,,0,molecules,5′AMP,456.102097,456.102097,24,0,59402,0.04
3_std0,mtab_Zoop2_BC_lumos_071423_011.raw,Standard,heavyC13,precursor,,0,molecules,5′AMP,456.102097,456.102097,24,0,75260,0.02
4_std5,mtab_Zoop2_BC_lumos_071423_012.raw,Standard,heavyC13,precursor,,5,molecules,5′AMP,456.102097,456.102097,24,0,63822,0.03
5_std10,mtab_Zoop2_BC_lumos_071423_013.raw,Standard,heavyC13,precursor,,10,molecules,5′AMP,456.102097,456.102097,25,0,81022,0.03
6_std20,mtab_Zoop2_BC_lumos_071423_014.raw,Standard,heavyC13,precursor,,20,molecules,5′AMP,456.102097,456.102097,24,0,42517,0.02
7_std30,mtab_Zoop2_BC_lumos_071423_015.raw,Standard,heavyC13,precursor,,30,molecules,5′AMP,456.102097,456.102097,25,0,56452,0.04
8_std50,mtab_Zoop2_BC_lumos_071423_016.raw,Standard,heavyC13,precursor,,50,molecules,5′AMP,456.102097,456.102097,25,0,61080,0.09
9_std70,mtab_Zoop2_BC_lumos_071423_017.raw,Standard,heavyC13,precursor,,70,molecules,5′AMP,456.102097,456.102097,24,0,71237,0.03
10_std85,mtab_Zoop2_BC_lumos_071423_018.raw,Standard,heavyC13,precursor,,85,molecules,5′AMP,456.102097,456.102097,24,0,48973,0.03
11_std100,mtab_Zoop2_BC_lumos_071423_019.raw,Standard,heavyC13,precursor,,100,molecules,5′AMP,456.102097,456.102097,24,0,38994,0.03
12_std300,mtab_Zoop2_BC_lumos_071423_020.raw,Standard,heavyC13,precursor,,300,molecules,5′AMP,456.102097,456.102097,24,0,55145,0.03
13_std500,mtab_Zoop2_BC_lumos_071423_021.raw,Standard,heavyC13,precursor,,500,molecules,5′AMP,456.102097,456.102097,23,0,79548,0.01
14_std700,mtab_Zoop2_BC_lumos_071423_022.raw,Standard,heavyC13,precursor,,700,molecules,5′AMP,456.102097,456.102097,21,0,60356,0.03
15_std1000,mtab_Zoop2_BC_lumos_071423_023.raw,Standard,heavyC13,precursor,,1000,molecules,5′AMP,456.102097,456.102097,20,0,106554,0.01
16_std3000,mtab_Zoop2_BC_lumos_071423_024.raw,Standard,heavyC13,precursor,,3000,molecules,5′AMP,456.102097,456.102097,19,0,67586,0.03
17_std7000,mtab_Zoop2_BC_lumos_071423_025.raw,Standard,heavyC13,precursor,,7000,molecules,5′AMP,456.102097,456.102097,18,0,44336,0.02
pool1,mtab_Zoop2_BC_lumos_071423_027.raw,Quality Control,heavyC13,precursor,,,molecules,5′AMP,456.102097,456.102097,21,0,47637,0.02
pool2,mtab_Zoop2_BC_lumos_071423_039.raw,Quality Control,heavyC13,precursor,,,molecules,5′AMP,456.102097,456.102097,22,0,67586,0.01
pool3,mtab_Zoop2_BC_lumos_071423_051.raw,Quality Control,heavyC13,precursor,,,molecules,5′AMP,456.102097,456.102097,23,0,39450,0.01
18_t0_ctrl_6,mtab_Zoop2_BC_lumos_071423_033.raw,Unknown,heavyC13,precursor,,,molecules,5′AMP,456.102097,456.102097,24,0,46550,0.02
19_t0_ctrl_16,mtab_Zoop2_BC_lumos_071423_050.raw,Unknown,heavyC13,precursor,,,molecules,5′AMP,456.102097,456.102097,23,0,71206,0.02
20_t0_ctrl_4,mtab_Zoop2_BC_lumos_071423_032.raw,Unknown,heavyC13,precursor,,,molecules,5′AMP,456.102097,456.102097,24,0,77698,0.03
21_t6_ctrl_53,mtab_Zoop2_BC_lumos_071423_049.raw,Unknown,heavyC13,precursor,,,molecules,5′AMP,456.102097,456.102097,24,0,49994,0.01
22_t6_ctrl_26,mtab_Zoop2_BC_lumos_071423_030.raw,Unknown,heavyC13,precursor,,,molecules,5′AMP,456.102097,456.102097,24,0,63061,0.03
23_t6_ctrl_22,mtab_Zoop2_BC_lumos_071423_042.raw,Unknown,heavyC13,precursor,,,molecules,5′AMP,456.102097,456.102097,23,0,45040,0.03
24_t6_Px_52,mtab_Zoop2_BC_lumos_071423_046.raw,Unknown,heavyC13,precursor,,,molecules,5′AMP,456.102097,456.102097,24,0,53578,0.04
25_t6_Px_12,mtab_Zoop2_BC_lumos_071423_031.raw,Unknown,heavyC13,precursor,,,molecules,5′AMP,456.102097,456.102097,25,0,73795,0.01
26_t6_Px_11,mtab_Zoop2_BC_lumos_071423_044.raw,Unknown,heavyC13,precursor,,,molecules,5′AMP,456.102097,456.102097,24,0,65601,0.03
27_t12_ctrl_2,mtab_Zoop2_BC_lumos_071423_040.raw,Unknown,heavyC13,precursor,,,molecules,5′AMP,456.102097,456.102097,24,0,72919,0.03
28_t12_ctrl_5,mtab_Zoop2_BC_lumos_071423_038.raw,Unknown,heavyC13,precursor,,,molecules,5′AMP,456.102097,456.102097,23,0,51550,0.03
29_t12_ctrl_25,mtab_Zoop2_BC_lumos_071423_029.raw,Unknown,heavyC13,precursor,,,molecules,5′AMP,456.102097,456.102097,24,0,61409,0.03
30_t12_Px_57,mtab_Zoop2_BC_lumos_071423_036.raw,Unknown,heavyC13,precursor,,,molecules,5′AMP,456.102097,456.102097,24,0,10178,0.01
31_t12_Px_10,mtab_Zoop2_BC_lumos_071423_045.raw,Unknown,heavyC13,precursor,,,molecules,5′AMP,456.102097,456.102097,23,0,90946,0.01
32_t12_Px_18,mtab_Zoop2_BC_lumos_071423_043.raw,Unknown,heavyC13,precursor,,,molecules,5′AMP,456.102097,456.102097,24,0,42679,0.01
33_t12_Euph_24,mtab_Zoop2_BC_lumos_071423_041.raw,Unknown,heavyC13,precursor,,,molecules,5′AMP,456.102097,456.102097,21,0,84298,0.01
34_t12_Euph_68,mtab_Zoop2_BC_lumos_071423_034.raw,Unknown,heavyC13,precursor,,,molecules,5′AMP,456.102097,456.102097,20,0,47909,0.03
35_t12_Euph_15,mtab_Zoop2_BC_lumos_071423_035.raw,Unknown,heavyC13,precursor,,,molecules,5′AMP,456.102097,456.102097,20,11121,27219,0.01
36_t12_Cpy_3,mtab_Zoop2_BC_lumos_071423_047.raw,Unknown,heavyC13,precursor,,,molecules,5′AMP,456.102097,456.102097,22,0,43569,0.01
37_t12_Cpy_9,mtab_Zoop2_BC_lumos_071423_028.raw,Unknown,heavyC13,precursor,,,molecules,5′AMP,456.102097,456.102097,21,0,42535,0.02
38_t12_Amph_17,mtab_Zoop2_BC_lumos_071423_048.raw,Unknown,heavyC13,precursor,,,molecules,5′AMP,456.102097,456.102097,24,0,54993,0.04
39_t12_Amph_21,mtab_Zoop2_BC_lumos_071423_037.raw,Unknown,heavyC13,precursor,,,molecules,5′AMP,456.102097,456.102097,24,0,74066,0.02
MQ1,mtab_Zoop2_BC_lumos_071423_003.raw,Double Blank,light,precursor,,,molecules,5′deoxyadenosine,354.1208,354.1208,29,0,0,0.14
MQ2,mtab_Zoop2_BC_lumos_071423_096.raw,Double Blank,light,precursor,,,molecules,5′deoxyadenosine,354.1208,354.1208,24,0,0,0.14
1_std0,mtab_Zoop2_BC_lumos_071423_009.raw,Standard,light,precursor,,0,molecules,5′deoxyadenosine,354.1208,354.1208,28,26917,2302,0
2_std0,mtab_Zoop2_BC_lumos_071423_010.raw,Standard,light,precursor,,0,molecules,5′deoxyadenosine,354.1208,354.1208,28,0,13296,0.01
3_std0,mtab_Zoop2_BC_lumos_071423_011.raw,Standard,light,precursor,,0,molecules,5′deoxyadenosine,354.1208,354.1208,28,0,16893,0.05
4_std5,mtab_Zoop2_BC_lumos_071423_012.raw,Standard,light,precursor,,5,molecules,5′deoxyadenosine,354.1208,354.1208,29,0,31778,0.09
5_std10,mtab_Zoop2_BC_lumos_071423_013.raw,Standard,light,precursor,,10,molecules,5′deoxyadenosine,354.1208,354.1208,27,0,29266,0.08
6_std20,mtab_Zoop2_BC_lumos_071423_014.raw,Standard,light,precursor,,20,molecules,5′deoxyadenosine,354.1208,354.1208,26,0,13772,0.13
7_std30,mtab_Zoop2_BC_lumos_071423_015.raw,Standard,light,precursor,,30,molecules,5′deoxyadenosine,354.1208,354.1208,26,0,6760,0.01
8_std50,mtab_Zoop2_BC_lumos_071423_016.raw,Standard,light,precursor,,50,molecules,5′deoxyadenosine,354.1208,354.1208,26,0,23471,0.09
9_std70,mtab_Zoop2_BC_lumos_071423_017.raw,Standard,light,precursor,,70,molecules,5′deoxyadenosine,354.1208,354.1208,26,0,14888,0.01
10_std85,mtab_Zoop2_BC_lumos_071423_018.raw,Standard,light,precursor,,85,molecules,5′deoxyadenosine,354.1208,354.1208,24,0,23555,0.07
11_std100,mtab_Zoop2_BC_lumos_071423_019.raw,Standard,light,precursor,,100,molecules,5′deoxyadenosine,354.1208,354.1208,25,0,19502,0.07
12_std300,mtab_Zoop2_BC_lumos_071423_020.raw,Standard,light,precursor,,300,molecules,5′deoxyadenosine,354.1208,354.1208,23,0,43820,0.07
13_std500,mtab_Zoop2_BC_lumos_071423_021.raw,Standard,light,precursor,,500,molecules,5′deoxyadenosine,354.1208,354.1208,23,0,93126,0.06
14_std700,mtab_Zoop2_BC_lumos_071423_022.raw,Standard,light,precursor,,700,molecules,5′deoxyadenosine,354.1208,354.1208,22,21939,80226,0.03
15_std1000,mtab_Zoop2_BC_lumos_071423_023.raw,Standard,light,precursor,,1000,molecules,5′deoxyadenosine,354.1208,354.1208,22,40258,139378,0.03
16_std3000,mtab_Zoop2_BC_lumos_071423_024.raw,Standard,light,precursor,,3000,molecules,5′deoxyadenosine,354.1208,354.1208,20,58055,314597,0.04
17_std7000,mtab_Zoop2_BC_lumos_071423_025.raw,Standard,light,precursor,,7000,molecules,5′deoxyadenosine,354.1208,354.1208,19,75474,822044,0.05
pool1,mtab_Zoop2_BC_lumos_071423_027.raw,Quality Control,light,precursor,,,molecules,5′deoxyadenosine,354.1208,354.1208,23,0,17146,0.1
pool2,mtab_Zoop2_BC_lumos_071423_039.raw,Quality Control,light,precursor,,,molecules,5′deoxyadenosine,354.1208,354.1208,23,0,13002,0.01
pool3,mtab_Zoop2_BC_lumos_071423_051.raw,Quality Control,light,precursor,,,molecules,5′deoxyadenosine,354.1208,354.1208,23,0,20539,0.06
18_t0_ctrl_6,mtab_Zoop2_BC_lumos_071423_033.raw,Unknown,light,precursor,,,molecules,5′deoxyadenosine,354.1208,354.1208,28,0,12495,0.02
19_t0_ctrl_16,mtab_Zoop2_BC_lumos_071423_050.raw,Unknown,light,precursor,,,molecules,5′deoxyadenosine,354.1208,354.1208,25,0,24009,0.03
20_t0_ctrl_4,mtab_Zoop2_BC_lumos_071423_032.raw,Unknown,light,precursor,,,molecules,5′deoxyadenosine,354.1208,354.1208,28,13805,18007,0.1
21_t6_ctrl_53,mtab_Zoop2_BC_lumos_071423_049.raw,Unknown,light,precursor,,,molecules,5′deoxyadenosine,354.1208,354.1208,27,0,6075,0.09
22_t6_ctrl_26,mtab_Zoop2_BC_lumos_071423_030.raw,Unknown,light,precursor,,,molecules,5′deoxyadenosine,354.1208,354.1208,28,0,13928,0.02
23_t6_ctrl_22,mtab_Zoop2_BC_lumos_071423_042.raw,Unknown,light,precursor,,,molecules,5′deoxyadenosine,354.1208,354.1208,25,0,19823,0.02
24_t6_Px_52,mtab_Zoop2_BC_lumos_071423_046.raw,Unknown,light,precursor,,,molecules,5′deoxyadenosine,354.1208,354.1208,22,0,12263,0.06
25_t6_Px_12,mtab_Zoop2_BC_lumos_071423_031.raw,Unknown,light,precursor,,,molecules,5′deoxyadenosine,354.1208,354.1208,26,7222,11195,0.05
26_t6_Px_11,mtab_Zoop2_BC_lumos_071423_044.raw,Unknown,light,precursor,,,molecules,5′deoxyadenosine,354.1208,354.1208,23,0,22793,0.01
27_t12_ctrl_2,mtab_Zoop2_BC_lumos_071423_040.raw,Unknown,light,precursor,,,molecules,5′deoxyadenosine,354.1208,354.1208,24,0,9371,0.04
28_t12_ctrl_5,mtab_Zoop2_BC_lumos_071423_038.raw,Unknown,light,precursor,,,molecules,5′deoxyadenosine,354.1208,354.1208,25,0,19816,0.01
